"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"41678_at","EPH receptor B2","EPHB2","2048","","","","Homo sapiens protein-tyrosine kinase EPHB2v (EPHB2) mRNA, complete cds",2739055,"AF025304",NA,NA,"","1p36.1-p35","Chromosome 1, NC_000001.11 (22710770..22921500)","ATP binding///axon guidance receptor activity///identical protein binding///protein binding///protein tyrosine kinase activity///receptor binding///transmembrane-ephrin receptor activity///transmembrane-ephrin receptor activity","angiogenesis///axon guidance///axonal fasciculation///camera-type eye morphogenesis///central nervous system projection neuron axonogenesis///commissural neuron axon guidance///corpus callosum development///dendritic spine development///dendritic spine morphogenesis///ephrin receptor signaling pathway///ephrin receptor signaling pathway///inner ear morphogenesis///learning///negative regulation of axonogenesis///nervous system development///optic nerve morphogenesis///palate development///peptidyl-tyrosine phosphorylation///phosphorylation///positive regulation of long-term neuronal synaptic plasticity///positive regulation of synapse assembly///regulation of body fluid levels///retinal ganglion cell axon guidance///urogenital system development","axon///cytosol///dendrite///extracellular region///integral component of plasma membrane///neuronal cell body///plasma membrane","GO:0005524///GO:0008046///GO:0042802///GO:0005515///GO:0004713///GO:0005102///GO:0005005///GO:0005005","GO:0001525///GO:0007411///GO:0007413///GO:0048593///GO:0021952///GO:0071679///GO:0022038///GO:0060996///GO:0060997///GO:0048013///GO:0048013///GO:0042472///GO:0007612///GO:0050771///GO:0007399///GO:0021631///GO:0060021///GO:0018108///GO:0016310///GO:0048170///GO:0051965///GO:0050878///GO:0031290///GO:0001655","GO:0030424///GO:0005829///GO:0030425///GO:0005576///GO:0005887///GO:0043025///GO:0005886",-2.50287439635208,7.64198858360406,-10.4559728025201,2.81559435621316e-06,0.00177734393735956,5.22811439956579
"974_at","mitogen-activated protein kinase kinase kinase 14","MAP3K14","9020","","","","H.sapiens mRNA for serine/threonine protein kinase, NIK",1841433,"Y10256",NA,NA,"","17q21","Chromosome 17, NC_000017.11 (45263119..45317064, complement)","ATP binding///MAP kinase kinase kinase activity///NF-kappaB-inducing kinase activity///kinase activity///protein binding///protein kinase activity///protein serine/threonine kinase activity///receptor signaling protein serine/threonine kinase activity","I-kappaB kinase/NF-kappaB signaling///MAPK cascade///NIK/NF-kappaB signaling///T cell costimulation///activation of MAPKK activity///cellular response to mechanical stimulus///immune response///positive regulation of I-kappaB kinase/NF-kappaB signaling///tumor necrosis factor-mediated signaling pathway","cytoplasm///cytosol","GO:0005524///GO:0004709///GO:0004704///GO:0016301///GO:0005515///GO:0004672///GO:0004674///GO:0004702","GO:0007249///GO:0000165///GO:0038061///GO:0031295///GO:0000186///GO:0071260///GO:0006955///GO:0043123///GO:0033209","GO:0005737///GO:0005829",-3.4310048621539,4.34574318151726,-9.60521160628074,5.64540825544969e-06,0.00255135397284029,4.58297277807372
"325_s_at","prolactin induced protein","PIP","5304","","","","",NA,"",NA,NA,"TIGR: HG1763-HT1780","7q34","Chromosome 7, NC_000007.14 (143132081..143139741)","IgG binding///actin binding///aspartic-type endopeptidase activity///glycoprotein binding///protein binding///protein dimerization activity","detection of chemical stimulus involved in sensory perception of bitter taste///negative regulation of T cell apoptotic process///positive regulation of gene expression///proteolysis///regulation of immune system process///retina homeostasis///transmembrane transport","apical plasma membrane///extracellular exosome///extracellular region///extracellular space///nucleus","GO:0019864///GO:0003779///GO:0004190///GO:0001948///GO:0005515///GO:0046983","GO:0001580///GO:0070233///GO:0010628///GO:0006508///GO:0002682///GO:0001895///GO:0055085","GO:0016324///GO:0070062///GO:0005576///GO:0005615///GO:0005634",-3.14154174180022,3.83716180322992,-9.55868451106802,5.87306781415904e-06,0.00255135397284029,4.54586257603587
"1672_f_at","RB transcriptional corepressor 1","RB1","5925","","","","Homo sapiens retinoblastoma susceptibility protein (RB1) gene, exon 26, bases 174145-174668 in L11910",794008,"L41913",NA,NA,"","13q14.2","Chromosome 13, NC_000013.11 (48303747..48481890)","DNA binding///RNA polymerase II activating transcription factor binding///androgen receptor binding///core promoter binding///identical protein binding///kinase binding///phosphoprotein binding///protein binding///transcription coactivator activity///transcription factor activity, sequence-specific DNA binding///transcription factor binding///ubiquitin protein ligase binding","G1/S transition of mitotic cell cycle///Ras protein signal transduction///androgen receptor signaling pathway///cell cycle arrest///cell cycle checkpoint///cell division///cell morphogenesis involved in neuron differentiation///cellular response to xenobiotic stimulus///chromatin remodeling///covalent chromatin modification///digestive tract development///enucleate erythrocyte differentiation///glial cell apoptotic process///hepatocyte apoptotic process///maintenance of mitotic sister chromatid cohesion///mitotic cell cycle checkpoint///myoblast differentiation///negative regulation of G1/S transition of mitotic cell cycle///negative regulation of epithelial cell proliferation///negative regulation of gene expression///negative regulation of protein kinase activity///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of smoothened signaling pathway///negative regulation of transcription from RNA polymerase II promoter during mitosis///negative regulation of transcription involved in G1/S transition of mitotic cell cycle///negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated///neuron apoptotic process///neuron maturation///neuron projection development///positive regulation of macrophage differentiation///positive regulation of mitotic metaphase/anaphase transition///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription regulatory region DNA binding///positive regulation of transcription, DNA-templated///protein localization to chromosome, centromeric region///regulation of centromere complex assembly///regulation of cohesin loading///regulation of lipid kinase activity///regulation of mitotic cell cycle///regulation of transcription involved in G1/S transition of mitotic cell cycle///sister chromatid biorientation///skeletal muscle cell differentiation///striated muscle cell differentiation///transcription, DNA-templated///viral process","PML body///Rb-E2F complex///SWI/SNF complex///chromatin///colocalizes_with cyclin/CDK positive transcription elongation factor complex///nucleoplasm///nucleus///spindle","GO:0003677///GO:0001102///GO:0050681///GO:0001047///GO:0042802///GO:0019900///GO:0051219///GO:0005515///GO:0003713///GO:0003700///GO:0008134///GO:0031625","GO:0000082///GO:0007265///GO:0030521///GO:0007050///GO:0000075///GO:0051301///GO:0048667///GO:0071466///GO:0006338///GO:0016569///GO:0048565///GO:0043353///GO:0034349///GO:0097284///GO:0034088///GO:0007093///GO:0045445///GO:2000134///GO:0050680///GO:0010629///GO:0006469///GO:0043433///GO:0045879///GO:0007070///GO:0071930///GO:0045892///GO:0045892///GO:0051402///GO:0042551///GO:0031175///GO:0045651///GO:0045842///GO:0045944///GO:2000679///GO:0045893///GO:0071459///GO:0090230///GO:0071922///GO:0043550///GO:0007346///GO:0000083///GO:0031134///GO:0035914///GO:0051146///GO:0006351///GO:0016032","GO:0016605///GO:0035189///GO:0016514///GO:0000785///colocalizes_with GO:0008024///GO:0005654///GO:0005634///GO:0005819",-5.10131142074259,4.9319722274114,-9.50632464420805,6.14145581993219e-06,0.00255135397284029,4.50386299895903
"33628_g_at","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","PIK3CD","5293","","","","Human phosphatidylinositol 3-kinase delta catalytic subunit mRNA, complete cds",2076750,"U57843",NA,NA,"","1p36.2","Chromosome 1, NC_000001.11 (9629889..9729114)","1-phosphatidylinositol-3-kinase activity///1-phosphatidylinositol-3-kinase activity///1-phosphatidylinositol-4-phosphate 3-kinase activity///ATP binding///phosphatidylinositol 3-kinase activity///phosphatidylinositol-4,5-bisphosphate 3-kinase activity///protein binding","B cell activation///B cell chemotaxis///B cell receptor signaling pathway///T cell activation///T cell chemotaxis///T cell differentiation///T cell receptor signaling pathway///adaptive immune response///cytokine production///inflammatory response///innate immune response///mast cell chemotaxis///mast cell degranulation///mast cell differentiation///natural killer cell activation///natural killer cell chemotaxis///natural killer cell differentiation///neutrophil chemotaxis///neutrophil extravasation///phosphatidylinositol 3-kinase signaling///phosphatidylinositol biosynthetic process///phosphatidylinositol phosphorylation///phosphatidylinositol-3-phosphate biosynthetic process///phosphatidylinositol-mediated signaling///positive regulation of cell migration///positive regulation of gene expression///protein phosphorylation///regulation of phosphatidylinositol 3-kinase signaling///respiratory burst involved in defense response///signal transduction","cytosol///mast cell granule///phosphatidylinositol 3-kinase complex///phosphatidylinositol 3-kinase complex///plasma membrane///plasma membrane","GO:0016303///GO:0016303///GO:0035005///GO:0005524///GO:0035004///GO:0046934///GO:0005515","GO:0042113///GO:0035754///GO:0050853///GO:0042110///GO:0010818///GO:0030217///GO:0050852///GO:0002250///GO:0001816///GO:0006954///GO:0045087///GO:0002551///GO:0043303///GO:0060374///GO:0030101///GO:0035747///GO:0001779///GO:0030593///GO:0072672///GO:0014065///GO:0006661///GO:0046854///GO:0036092///GO:0048015///GO:0030335///GO:0010628///GO:0006468///GO:0014066///GO:0002679///GO:0007165","GO:0005829///GO:0042629///GO:0005942///GO:0005942///GO:0005886///GO:0005886",-3.31082705923499,4.35002360937999,-9.35002193883238,7.0265146978798e-06,0.00255135397284029,4.37697534868744
"34660_at","ribonuclease A family member k6","RNASE6","6039","","","","Human ribonuclease k6 precursor gene, complete cds",2585987,"U64998",NA,NA,"","14q11.2","Chromosome 14, NC_000014.9 (20780956..20782467)","endonuclease activity///nucleic acid binding///ribonuclease activity","RNA catabolic process///RNA phosphodiester bond hydrolysis///defense response","extracellular exosome///extracellular region","GO:0004519///GO:0003676///GO:0004540","GO:0006401///GO:0090501///GO:0006952","GO:0070062///GO:0005576",-2.44960103636854,10.5642662362371,-9.31152177287422,7.26552623913896e-06,0.00255135397284029,4.34536877997906
"38894_g_at","neutrophil cytosolic factor 4","NCF4","4689","","","","",NA,"",NA,NA,"","22q13.1","Chromosome 22, NC_000022.11 (36860988..36878017)","phosphatidylinositol-3-phosphate binding///protein binding///protein dimerization activity///superoxide-generating NADPH oxidase activator activity","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent///cell redox homeostasis///immune response///oxidation-reduction process///positive regulation of catalytic activity///vascular endothelial growth factor receptor signaling pathway","NADPH oxidase complex///cytosol///cytosol///endosome membrane///membrane///phagolysosome","GO:0032266///GO:0005515///GO:0046983///GO:0016176","GO:0002479///GO:0045454///GO:0006955///GO:0055114///GO:0043085///GO:0048010","GO:0043020///GO:0005829///GO:0005829///GO:0010008///GO:0016020///GO:0032010",-3.84820950657597,8.47706147806609,-9.24126492642537,7.72513720987076e-06,0.00255135397284029,4.28732862526159
"37713_at","ABHD14A-ACY1 readthrough///aminoacylase 1","ABHD14A-ACY1///ACY1","100526760///95","","","","Human aminoacylase-1 (ACY1) mRNA, complete cds",178070,"L07548",NA,NA,"","3p///3p21.1","Chromosome 3, NC_000003.12 (51975026..51989202)///Chromosome 3, NC_000003.12 (51983284..51989202)","aminoacylase activity///metallodipeptidase activity///protein binding///zinc ion binding","cellular amino acid metabolic process///peptide catabolic process///proteolysis///xenobiotic metabolic process","cytosol///extracellular exosome","GO:0004046///GO:0070573///GO:0005515///GO:0008270","GO:0006520///GO:0043171///GO:0006508///GO:0006805","GO:0005829///GO:0070062",-2.99881127992213,5.62527834304552,-9.14052069231069,8.44112092967953e-06,0.00255135397284029,4.20327557943273
"34670_at","mannosidase alpha class 2B member 1","MAN2B1","4125","","","","Homo sapiens chromosome 19 lysosomal alpha-mannosidase (manB) gene, complete cds",1036029700,"AH006687",NA,NA,"","19p13.2","Chromosome 19, NC_000019.10 (12646508..12666777, complement)","alpha-mannosidase activity///carbohydrate binding///zinc ion binding","cellular protein modification process///mannose metabolic process///oligosaccharide catabolic process///protein deglycosylation","extracellular exosome///extracellular space///lysosomal lumen","GO:0004559///GO:0030246///GO:0008270","GO:0006464///GO:0006013///GO:0009313///GO:0006517","GO:0070062///GO:0005615///GO:0043202",-2.11940045804137,9.22087239223564,-9.11569662733372,8.62857764085254e-06,0.00255135397284029,4.1824133156495
"39532_at","Ras and Rab interactor 1","RIN1","9610","","","","Homo sapiens ras interactor (RIN1) mRNA, complete cds",1695232,"L36463",NA,NA,"","11q13.2","Chromosome 11, NC_000011.10 (66332063..66337235, complement)","GTPase activator activity///Ras GTPase binding///protein binding","associative learning///endocytosis///memory///negative regulation of synaptic plasticity///positive regulation of GTPase activity///signal transduction","cytoplasm///cytoskeleton///dendrite///neuronal cell body///plasma membrane","GO:0005096///GO:0017016///GO:0005515","GO:0008306///GO:0006897///GO:0007613///GO:0031914///GO:0043547///GO:0007165","GO:0005737///GO:0005856///GO:0030425///GO:0043025///GO:0005886",-3.80312587285936,4.28235137201614,-9.07826802717434,8.91995114207952e-06,0.00255135397284029,4.15084436487368
"36945_at","endoplasmic reticulum protein 29","ERP29","10961","","","","Homo sapiens mRNA for ERp28 protein",3413292,"X94910",NA,NA,"","12q24.13","Chromosome 12, NC_000012.12 (112013340..112023220)","chaperone binding///NOT protein disulfide isomerase activity///protein homodimerization activity","activation of MAPK activity///intracellular protein transport///intracellular protein transport///negative regulation of gene expression///negative regulation of protein secretion///positive regulation of gene expression///positive regulation of protein phosphorylation///protein folding///protein secretion///protein unfolding///regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","cell surface///endoplasmic reticulum///endoplasmic reticulum lumen///extracellular exosome///melanosome///membrane///smooth endoplasmic reticulum///transport vesicle","GO:0051087///NOT GO:0003756///GO:0042803","GO:0000187///GO:0006886///GO:0006886///GO:0010629///GO:0050709///GO:0010628///GO:0001934///GO:0006457///GO:0009306///GO:0043335///GO:1902235","GO:0009986///GO:0005783///GO:0005788///GO:0070062///GO:0042470///GO:0016020///GO:0005790///GO:0030133",-2.39462540345489,9.80209430135113,-9.05655588883838,9.09393495269806e-06,0.00255135397284029,4.13246842438992
"36596_r_at","glycine amidinotransferase","GATM","2628","","","","L-arginine:glycine amidinotransferase [human, kidney carcinoma cells, mRNA, 2330 nt]",545384,"S68805",NA,NA,"","15q21.1","Chromosome 15, NC_000015.10 (45361124..45402317, complement)","glycine amidinotransferase activity///glycine amidinotransferase activity","creatine biosynthetic process///creatine biosynthetic process///creatine metabolic process","extracellular exosome///mitochondrial inner membrane///mitochondrial intermembrane space///mitochondrial intermembrane space","GO:0015068///GO:0015068","GO:0006601///GO:0006601///GO:0006600","GO:0070062///GO:0005743///GO:0005758///GO:0005758",-3.05466857949243,7.23275858584268,-8.84930919866306,1.09565445562747e-05,0.00263564683260521,3.95470995736644
"37419_g_at","POU class 2 homeobox 2","POU2F2","5452","","","","Human Oct-2 factor mRNA, complete cds",189362,"M36653",NA,NA,"","19q13.2","Chromosome 19, NC_000019.10 (42086110..42197931, complement)","RNA polymerase II core promoter proximal region sequence-specific DNA binding///protein domain specific binding///sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding","cell maturation///humoral immune response///immunoglobulin secretion involved in immune response///mature B cell differentiation///positive regulation of transcription from RNA polymerase II promoter///snRNA transcription from RNA polymerase II promoter///transcription from RNA polymerase II promoter","cytoplasm///nucleoplasm///nucleus","GO:0000978///GO:0019904///GO:0043565///GO:0003700///GO:0001077","GO:0048469///GO:0006959///GO:0002380///GO:0002335///GO:0045944///GO:0042795///GO:0006366","GO:0005737///GO:0005654///GO:0005634",-2.65879043531757,5.19819620866168,-8.82545031852596,1.11966712632511e-05,0.00263564683260521,3.93396867703593
"39014_at","Fc fragment of IgG binding protein","FCGBP","8857","","","","Homo sapiens mRNA for IgG Fc binding protein, complete cds",1944351,"D84239",NA,NA,"","19q13.1","Chromosome 19, NC_000019.10 (39863323..39934626, complement)","protein binding","","extracellular exosome","GO:0005515","","GO:0070062",-2.94494718112236,7.06778422999376,-8.81876026677908,1.1265039546573e-05,0.00263564683260521,3.92814241168004
"461_at","N-acylsphingosine amidohydrolase 1","ASAH1","427","","","","Human acid ceramidase mRNA, complete cds",1743866,"U70063",NA,NA,"","8p22","Chromosome 8, NC_000008.11 (18056299..18084998, complement)","catalytic activity///ceramidase activity","ceramide metabolic process///glycosphingolipid metabolic process","extracellular exosome///extracellular space///lysosomal lumen","GO:0003824///GO:0017040","GO:0006672///GO:0006687","GO:0070062///GO:0005615///GO:0043202",-2.0134791280365,10.2067150190467,-8.81795871748279,1.12732616998559e-05,0.00263564683260521,3.92744404868381
