"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"40661_at","nuclear receptor subfamily 4 group A member 3","NR4A3","8013","","","","CHN=steroid/thyroid orphan receptor homolog gene [human, fetal brain, mRNA Partial, 2714 nt]",1311504,"S81243",NA,NA,"","9q22","Chromosome 9, NC_000009.12 (99821855..99866893)","DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///core promoter sequence-specific DNA binding///glucocorticoid receptor binding///histone acetyltransferase binding///protein binding///protein homodimerization activity///protein kinase binding///steroid hormone receptor activity///thyroid hormone receptor activity///transcription coactivator binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///zinc ion binding","adult behavior///axon guidance///biological_process///cellular respiration///cellular response to catecholamine stimulus///cellular response to corticotropin-releasing hormone stimulus///cellular response to leptin stimulus///common myeloid progenitor cell proliferation///energy homeostasis///fat cell differentiation///gastrulation///hippocampus development///intracellular receptor signaling pathway///mast cell degranulation///mesoderm formation///negative regulation of hydrogen peroxide-induced neuron death///negative regulation of neuron apoptotic process///negative regulation of transcription from RNA polymerase II promoter///neuromuscular process controlling balance///organ regeneration///positive regulation of cardiac muscle hypertrophy///positive regulation of cell cycle///positive regulation of epithelial cell proliferation///positive regulation of fatty acid oxidation///positive regulation of feeding behavior///positive regulation of glucose transport///positive regulation of leukocyte apoptotic process///positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway///positive regulation of mast cell cytokine production///positive regulation of monocyte aggregation///positive regulation of smooth muscle cell proliferation///positive regulation of transcription from RNA polymerase II promoter///pyruvate oxidation///regulation of energy homeostasis///regulation of smooth muscle cell proliferation///regulation of type B pancreatic cell proliferation///response to hydrogen peroxide///semicircular canal morphogenesis///steroid hormone mediated signaling pathway///transcription initiation from RNA polymerase II promoter///vestibular reflex","mast cell granule///nucleoplasm///nucleus///transcription factor complex","GO:0003677///GO:0000978///GO:0001046///GO:0035259///GO:0035035///GO:0005515///GO:0042803///GO:0019901///GO:0003707///GO:0004887///GO:0001223///GO:0001077///GO:0008270","GO:0030534///GO:0007411///GO:0008150///GO:0045333///GO:0071870///GO:0071376///GO:0044320///GO:0035726///GO:0097009///GO:0045444///GO:0007369///GO:0021766///GO:0030522///GO:0043303///GO:0001707///GO:1903208///GO:0043524///GO:0000122///GO:0050885///GO:0031100///GO:0010613///GO:0045787///GO:0050679///GO:0046321///GO:2000253///GO:0010828///GO:2000108///GO:0038097///GO:0032765///GO:1900625///GO:0048661///GO:0045944///GO:0009444///GO:2000505///GO:0048660///GO:0061469///GO:0042542///GO:0048752///GO:0043401///GO:0006367///GO:0060005","GO:0042629///GO:0005654///GO:0005634///GO:0005667",4.11579824561703,6.57156760833453,9.72980621904471,5.08229185440575e-06,0.00255135397284029,4.68138385498314
"2092_s_at","secreted phosphoprotein 1","SPP1","6696","","","","Human osteopontin mRNA, complete cds",189404,"J04765",NA,NA,"","4q22.1","Chromosome 4, NC_000004.12 (87975650..87983411)","cytokine activity///extracellular matrix binding///protein binding","biomineral tissue development///cell adhesion///decidualization///embryo implantation///extracellular matrix disassembly///extracellular matrix organization///inflammatory response///negative regulation of collateral sprouting of intact axon in response to injury///osteoblast differentiation///positive regulation of bone resorption///response to steroid hormone///response to vitamin D","cell projection///extracellular exosome///extracellular region///extracellular space///perinuclear region of cytoplasm","GO:0005125///GO:0050840///GO:0005515","GO:0031214///GO:0007155///GO:0046697///GO:0007566///GO:0022617///GO:0030198///GO:0006954///GO:0048685///GO:0001649///GO:0045780///GO:0048545///GO:0033280","GO:0042995///GO:0070062///GO:0005576///GO:0005615///GO:0048471",2.44405819767259,12.9032458829016,9.70358317602805,5.19545104008946e-06,0.00255135397284029,4.6607876605344
"37219_at","C-X-C motif chemokine ligand 9","CXCL9","4283","","","","H.sapiens Humig mRNA",311375,"X72755",NA,NA,"","4q21","Chromosome 4, NC_000004.12 (76001342..76007523, complement)","CXCR3 chemokine receptor binding///chemokine activity///cytokine activity///protein binding","G-protein coupled receptor signaling pathway///cell chemotaxis///cell-cell signaling///cellular defense response///chemokine-mediated signaling pathway///chemotaxis///defense response///defense response to virus///immune response///inflammatory response///positive regulation of cAMP metabolic process///positive regulation of cAMP-mediated signaling///positive regulation of leukocyte chemotaxis///positive regulation of myoblast differentiation///positive regulation of myoblast fusion///positive regulation of release of sequestered calcium ion into cytosol///regulation of cell proliferation///response to lipopolysaccharide///signal transduction","external side of plasma membrane///extracellular region///extracellular space","GO:0048248///GO:0008009///GO:0005125///GO:0005515","GO:0007186///GO:0060326///GO:0007267///GO:0006968///GO:0070098///GO:0006935///GO:0006952///GO:0051607///GO:0006955///GO:0006954///GO:0030816///GO:0043950///GO:0002690///GO:0045663///GO:1901741///GO:0051281///GO:0042127///GO:0032496///GO:0007165","GO:0009897///GO:0005576///GO:0005615",5.65760213559816,6.03364294817937,9.66904337222873,5.34876412757904e-06,0.00255135397284029,4.63356513260967
"36581_at","glycyl-tRNA synthetase","GARS","2617","","","","Human glycyl-tRNA synthetase mRNA, complete cds",595304,"U09510",NA,NA,"","7p15","Chromosome 7, NC_000007.14 (30594735..30634033)","ATP binding///bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity///glycine-tRNA ligase activity///glycine-tRNA ligase activity///protein dimerization activity","diadenosine tetraphosphate biosynthetic process///glycyl-tRNA aminoacylation///tRNA aminoacylation for protein translation","axon///cytoplasm///cytosol///extracellular exosome///mitochondrial matrix///nucleoplasm///secretory granule","GO:0005524///GO:0004081///GO:0004820///GO:0004820///GO:0046983","GO:0015966///GO:0006426///GO:0006418","GO:0030424///GO:0005737///GO:0005829///GO:0070062///GO:0005759///GO:0005654///GO:0030141",2.5453225822515,10.6226113518837,9.57487247991083,5.79273005418153e-06,0.00255135397284029,4.55879658575594
"2002_s_at","BCL2 related protein A1","BCL2A1","597","","","","Human Bcl-2 related (Bfl-1) mRNA, complete cds",1079557,"U27467",NA,NA,"","15q24.3","Chromosome 15, NC_000015.10 (79960890..79971301, complement)","channel activity///protein binding///protein heterodimerization activity///protein homodimerization activity","extrinsic apoptotic signaling pathway in absence of ligand///intrinsic apoptotic signaling pathway in response to DNA damage///mitochondrial fusion///negative regulation of apoptotic process///positive regulation of apoptotic process///release of cytochrome c from mitochondria///transmembrane transport","mitochondrial outer membrane","GO:0015267///GO:0005515///GO:0046982///GO:0042803","GO:0097192///GO:0008630///GO:0008053///GO:0043066///GO:0043065///GO:0001836///GO:0055085","GO:0005741",4.78660432231819,9.59883148916951,9.54186294679743,5.95785451167803e-06,0.00255135397284029,4.5323969061926
"41171_at","microRNA 7703///proteasome activator subunit 2","MIR7703///PSME2","102465801///5721","","","","Homo sapiens mRNA for proteasome activator hPA28 suunit beta, complete cds",1008914,"D45248",NA,NA,"","14q11.2","Chromosome 14, NC_000014.9 (24143489..24143565, complement)///Chromosome 14, NC_000014.9 (24143365..24147316, complement)","endopeptidase activator activity","Fc-epsilon receptor signaling pathway///MAPK cascade///NIK/NF-kappaB signaling///T cell receptor signaling pathway///Wnt signaling pathway, planar cell polarity pathway///anaphase-promoting complex-dependent catabolic process///antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent///negative regulation of canonical Wnt signaling pathway///negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///positive regulation of canonical Wnt signaling pathway///positive regulation of endopeptidase activity///positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition///proteasome-mediated ubiquitin-dependent protein catabolic process///protein polyubiquitination///regulation of G1/S transition of mitotic cell cycle///regulation of cellular amino acid metabolic process///regulation of mRNA stability///regulation of proteasomal protein catabolic process///stimulatory C-type lectin receptor signaling pathway///tumor necrosis factor-mediated signaling pathway","cytoplasm///cytosol///extracellular exosome///membrane///nucleoplasm///proteasome activator complex///proteasome complex","GO:0061133","GO:0038095///GO:0000165///GO:0038061///GO:0050852///GO:0060071///GO:0031145///GO:0002479///GO:0090090///GO:0051436///GO:0090263///GO:0010950///GO:0051437///GO:0043161///GO:0000209///GO:2000045///GO:0006521///GO:0043488///GO:0061136///GO:0002223///GO:0033209","GO:0005737///GO:0005829///GO:0070062///GO:0016020///GO:0005654///GO:0008537///GO:0000502",2.38376361866894,10.733573488347,9.46107428533095,6.38432536758053e-06,0.00255135397284029,4.46736250412806
"819_at","TIMP metallopeptidase inhibitor 4","TIMP4","7079","","","","Homo sapiens tissue inhibitor of metalloproteinase 4 mRNA, complete cds",1773292,"U76456",NA,NA,"","3p25","Chromosome 3, NC_000003.12 (12153068..12159351, complement)","metal ion binding///metalloendopeptidase inhibitor activity///metalloendopeptidase inhibitor activity///protease binding","Notch signaling pathway///biological_process///central nervous system development///negative regulation of catalytic activity///negative regulation of endopeptidase activity///negative regulation of membrane protein ectodomain proteolysis///ovulation cycle///response to cytokine///response to drug///response to lipopolysaccharide///response to organic substance///response to peptide hormone","extracellular space///proteinaceous extracellular matrix///sarcomere","GO:0046872///GO:0008191///GO:0008191///GO:0002020","GO:0007219///GO:0008150///GO:0007417///GO:0043086///GO:0010951///GO:0051045///GO:0042698///GO:0034097///GO:0042493///GO:0032496///GO:0010033///GO:0043434","GO:0005615///GO:0005578///GO:0030017",3.43431820755058,4.0687601231112,9.37834365768119,6.85622800869171e-06,0.00255135397284029,4.40013662668281
"40702_at","interferon gamma","IFNG","3458","","","","Human mRNA for interferon IFN-gamma",32691,"X13274",NA,NA,"","12q14","Chromosome 12, NC_000012.12 (68154770..68159741, complement)","cytokine activity///interferon-gamma receptor binding","CD8-positive, alpha-beta T cell differentiation involved in immune response///T cell receptor signaling pathway///adaptive immune response///antigen processing and presentation///apoptotic process///cell cycle arrest///cell surface receptor signaling pathway///cellular response to interleukin-18///cellular response to lipopolysaccharide///defense response to bacterium///defense response to protozoan///defense response to virus///endoplasmic reticulum unfolded protein response///extrinsic apoptotic signaling pathway///humoral immune response///interferon-gamma-mediated signaling pathway///movement of cell or subcellular component///negative regulation of epithelial cell differentiation///negative regulation of gene expression///negative regulation of growth of symbiont in host///negative regulation of interleukin-17 production///negative regulation of myelination///negative regulation of smooth muscle cell proliferation///negative regulation of transcription from RNA polymerase II promoter///neutrophil apoptotic process///neutrophil chemotaxis///positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response///positive regulation of MHC class II biosynthetic process///positive regulation of T cell proliferation///positive regulation of autophagy///positive regulation of calcidiol 1-monooxygenase activity///positive regulation of cell proliferation///positive regulation of chemokine biosynthetic process///positive regulation of epithelial cell migration///positive regulation of establishment of protein localization to plasma membrane///positive regulation of exosomal secretion///positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity///positive regulation of fructose 1,6-bisphosphate metabolic process///positive regulation of gene expression///positive regulation of interleukin-1 beta secretion///positive regulation of interleukin-12 biosynthetic process///positive regulation of interleukin-12 production///positive regulation of interleukin-23 production///positive regulation of interleukin-6 biosynthetic process///positive regulation of isotype switching to IgG isotypes///positive regulation of killing of cells of other organism///positive regulation of membrane protein ectodomain proteolysis///positive regulation of neuron differentiation///positive regulation of nitric oxide biosynthetic process///positive regulation of osteoclast differentiation///positive regulation of peptidyl-serine phosphorylation of STAT protein///positive regulation of peptidyl-serine phosphorylation of STAT protein///positive regulation of smooth muscle cell apoptotic process///positive regulation of synaptic transmission, cholinergic///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor (ligand) superfamily member 11 production///positive regulation of tumor necrosis factor production///positive regulation of tyrosine phosphorylation of Stat1 protein///positive regulation of vitamin D biosynthetic process///protein import into nucleus, translocation///regulation of hepatocyte proliferation///regulation of insulin secretion///regulation of interferon-gamma-mediated signaling pathway///regulation of neuronal action potential///regulation of the force of heart contraction///response to drug///response to virus///sensory perception of mechanical stimulus","external side of plasma membrane///extracellular region///extracellular region///extracellular space///intracellular","GO:0005125///GO:0005133","GO:0002302///GO:0050852///GO:0002250///GO:0019882///GO:0006915///GO:0007050///GO:0007166///GO:0071351///GO:0071222///GO:0042742///GO:0042832///GO:0051607///GO:0030968///GO:0097191///GO:0006959///GO:0060333///GO:0006928///GO:0030857///GO:0010629///GO:0044130///GO:0032700///GO:0031642///GO:0048662///GO:0000122///GO:0001781///GO:0030593///GO:0032834///GO:0045348///GO:0042102///GO:0010508///GO:0060559///GO:0008284///GO:0045080///GO:0010634///GO:0090004///GO:1903543///GO:0060550///GO:0060552///GO:0010628///GO:0050718///GO:0045084///GO:0032735///GO:0032747///GO:0045410///GO:0048304///GO:0051712///GO:0051044///GO:0045666///GO:0045429///GO:0045672///GO:0033141///GO:0033141///GO:0034393///GO:0032224///GO:0045944///GO:2000309///GO:0032760///GO:0042511///GO:0060557///GO:0000060///GO:2000345///GO:0050796///GO:0060334///GO:0098908///GO:0002026///GO:0042493///GO:0009615///GO:0050954","GO:0009897///GO:0005576///GO:0005576///GO:0005615///GO:0005622",3.76058020756267,4.38477290048673,9.36223742057642,6.95250264979827e-06,0.00255135397284029,4.38697433757884
"33514_at","calcium/calmodulin dependent protein kinase IV","CAMK4","814","","","","Homo sapiens mRNA for calmodulin-dependent protein kinase IV, complete cds",487908,"D30742",NA,NA,"","5q21.3","Chromosome 5, NC_000005.10 (111223653..111498503)","ATP binding///calcium-dependent protein serine/threonine kinase activity///calmodulin binding///calmodulin-dependent protein kinase activity","adaptive immune response///inflammatory response///intracellular signal transduction///long-term memory///NOT myeloid dendritic cell cytokine production///myeloid dendritic cell differentiation///peptidyl-serine phosphorylation///positive regulation of transcription, DNA-templated///protein autophosphorylation///protein phosphorylation///regulation of T cell differentiation in thymus///regulation of osteoclast differentiation///signal transduction","cytoplasm///cytosol///extracellular exosome///nucleolus///nucleoplasm///nucleoplasm///nucleus","GO:0005524///GO:0009931///GO:0005516///GO:0004683","GO:0002250///GO:0006954///GO:0035556///GO:0007616///NOT GO:0002372///GO:0043011///GO:0018105///GO:0045893///GO:0046777///GO:0006468///GO:0033081///GO:0045670///GO:0007165","GO:0005737///GO:0005829///GO:0070062///GO:0005730///GO:0005654///GO:0005654///GO:0005634",2.94271787385536,4.2698356948884,9.25921230952243,7.6047538345362e-06,0.00255135397284029,4.30220000969764
"36671_at","asparagine synthetase (glutamine-hydrolyzing)","ASNS","440","","","","Human asparagine synthetase mRNA, complete cds",179099,"M27396",NA,NA,"","7q21.3","Chromosome 7, NC_000007.14 (97852117..97872542, complement)","ATP binding///asparagine synthase (glutamine-hydrolyzing) activity///asparagine synthase (glutamine-hydrolyzing) activity///cofactor binding///protein binding///protein homodimerization activity","L-asparagine biosynthetic process///PERK-mediated unfolded protein response///asparagine biosynthetic process///asparagine biosynthetic process///cellular amino acid biosynthetic process///cellular response to glucose starvation///cellular response to hormone stimulus///glutamine metabolic process///liver development///negative regulation of apoptotic process///positive regulation of mitotic cell cycle///response to amino acid///response to follicle-stimulating hormone///response to light stimulus///response to mechanical stimulus///response to methotrexate///response to toxic substance","cytosol///cytosol","GO:0005524///GO:0004066///GO:0004066///GO:0048037///GO:0005515///GO:0042803","GO:0070981///GO:0036499///GO:0006529///GO:0006529///GO:0008652///GO:0042149///GO:0032870///GO:0006541///GO:0001889///GO:0043066///GO:0045931///GO:0043200///GO:0032354///GO:0009416///GO:0009612///GO:0031427///GO:0009636","GO:0005829///GO:0005829",3.04972114192814,6.51010292758357,9.19155803468466,8.06966062552083e-06,0.00255135397284029,4.24597957692129
"38404_at","transglutaminase 2","TGM2","7052","","","","Human transglutaminase (TGase) mRNA, complete cds",339520,"M55153",NA,NA,"","20q12","Chromosome 20, NC_000020.11 (38127387..38166578, complement)","metal ion binding///protein binding///protein-glutamine gamma-glutamyltransferase activity///protein-glutamine gamma-glutamyltransferase activity","apoptotic cell clearance///branching involved in salivary gland morphogenesis///negative regulation of endoplasmic reticulum calcium ion concentration///peptide cross-linking///phospholipase C-activating G-protein coupled receptor signaling pathway///positive regulation of apoptotic process///positive regulation of cell adhesion///positive regulation of mitochondrial calcium ion concentration///salivary gland cavitation","cytosol///endoplasmic reticulum///extracellular exosome///extracellular matrix///focal adhesion///intrinsic component of plasma membrane///intrinsic component of plasma membrane///mitochondrion","GO:0046872///GO:0005515///GO:0003810///GO:0003810","GO:0043277///GO:0060445///GO:0032471///GO:0018149///GO:0007200///GO:0043065///GO:0045785///GO:0051561///GO:0060662","GO:0005829///GO:0005783///GO:0070062///GO:0031012///GO:0005925///GO:0031226///GO:0031226///GO:0005739",3.72818924719964,7.50173087048839,9.1517699352182,8.35765526748214e-06,0.00255135397284029,4.21270975226622
